Unnamed: 0,CD8-Cell-Mean,CD88-Cell-Mean,CD4-Cell-Mean,SIRPa-Cell-Mean,CD56-Cell-Mean,HLA-DR-Cell-Mean,CD11c-Cell-Mean,PD-1-Cell-Mean,CD3-Cell-Mean,CD45-Cell-Mean,CD10-Cell-Mean,CD31-Cell-Mean,CAIX-Cell-Mean,CD20-Cell-Mean,IRF8-Cell-Mean,CD68-Cell-Mean,Cluster.id,Sample.ID,Tumour.NonTumour,ROI,X,Y,Tumour.Grade
44834,0,4.9142,524.5079,0,0,4721.8818,0,245.5137,0,516.0825,45.0308,26014.7012,2550.8193,0,185.6653,413.4771,IRF8+HLA-DR+,AU87987,Stroma,Position 23,307.86,249.17,3
44835,6536.6641,4.9233,119.6313,0,0,99.6912,0,0.4947,1198.5168,1215.7563,14.042,13091.2207,3509.458,85.0147,594.333,205.9181,CD8 T cells,AU87987,Stroma,Position 23,251.64,247.99,3
44837,85.1947,347.3964,398.5888,0,0,688.7595,0,196.6819,3.0908,856.1342,17.2498,31.796,0.443,0,3728.9907,6.0954,IRF8+HLA-DR+,AU87987,Stroma,Position 23,266.26,250.93,3
44838,8.9396,430.3384,8645.9395,58.1734,0,1292.8337,0,7603.9136,203.4684,5636.5581,7.1646,2360.8967,984.1782,0,1646.7797,201.5634,IRF8+HLA-DR+,AU87987,Stroma,Position 23,202.42,252.12,3
44839,0,432.0622,14813.748,191.3097,0,2131.9421,0,7861.5703,504.0232,9474.835,43.6715,467.78,4894.8726,0,347.2127,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,340.87,252.7,3
44841,0,20.1781,99.401,4.8938,0,235.051,11.0344,14.1177,368.2755,1232.2651,0,28484.5273,1154.3417,0,326.7635,0,Endo,AU87987,Stroma,Position 23,112.06,253.97,3
44843,18885.4238,446.8013,172.0225,0,0,986.7711,0,25.5267,3848.3164,8435.4414,19.7466,230.4154,1354.1993,0,459.2315,494.3608,CD8 T cells,AU87987,Stroma,Position 23,256.18,255.78,3
44844,0,565.7083,3453.6177,0,3.3096,3670.9399,2.2428,2258.1892,35.5598,5816.999,38.5375,405.4053,1796.0846,0,3663.4329,77.2153,IRF8+HLA-DR+,AU87987,Stroma,Position 23,327.38,254.59,3
44845,0,818.9534,3366.2222,11.3786,0,4058.4614,0,734.0673,0,2558.092,0.3349,181.5794,906.9424,0,3818.6167,79.0357,IRF8+HLA-DR+,AU87987,Stroma,Position 23,74,254.47,3
44846,2742.375,175.2938,3679.2029,292.4675,0,632.5211,0,2542.2744,1634.7841,11047.1963,4.8799,43410.8711,956.2922,0,460.1153,45.9968,IRF8+HLA-DR+,AU87987,Stroma,Position 23,231.95,255.44,3
44847,0,1776.0433,1795.6575,2793.8523,24.643,2995.3596,6.6015,26.6644,8086.0298,11234.7324,0,374.1201,1078.9874,0,1422.8661,0,DN T cells,AU87987,Stroma,Position 23,97.16,255.99,3
44848,0,306.9785,30347.8359,90.4545,187.8268,6390.5854,0,26487.5625,7.6443,18538.4941,25.0651,1483.1976,3576.2124,0,7921.6265,59.8738,IRF8+HLA-DR+,AU87987,Stroma,Position 23,276.16,257.16,3
44849,107.5068,5686.3574,6276.478,5.8244,4.0377,8336.5986,0,139.069,0,5357.7803,0,1904.1804,324.8212,0,6957.6729,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,86.25,257.11,3
44850,0.4547,205.9525,2252.8726,1.9357,0,988.9172,0,1767.8121,8.3641,2348.4446,5.3926,8334.3623,1433.5609,0,765.0598,14.9888,IRF8+HLA-DR+,AU87987,Stroma,Position 23,160.31,258.42,3
44851,4.7287,646.6925,6068.3682,1134.4865,0,1098.7146,79.8598,4279.8955,2283.9314,14119.4268,10.1736,29232.4297,1807.8792,0,4979.939,410.1823,IRF8+HLA-DR+,AU87987,Stroma,Position 23,222.09,259.04,3
44853,0,147.7555,442.6339,0,0,4689.0996,0,67.0902,277.347,2205.22,0,1318.489,439.5765,0,1623.6926,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,128.62,259.73,3
44854,20928.8965,2.9474,2245.2764,0,0.97,405.4582,10.7557,1578.5007,16444.9336,12781.4453,0.7815,89.9108,692.4529,0,611.8889,0,CD8 T cells,AU87987,Stroma,Position 23,187.9,259.29,3
44855,0,35.4088,422.6464,1054.4996,0,979.206,0,133.0397,8593.2119,15006.4688,0.4258,4523.1938,389.1152,0,354.429,24.1492,DN T cells,AU87987,Stroma,Position 23,119.83,261.56,3
44856,0,115.0466,10767.6748,13.8916,0,2791.9033,23.2001,12301.8887,0,19125.4336,39.829,1977.9868,1181.5378,0,6523.8047,1225.312,IRF8+HLA-DR+,AU87987,Stroma,Position 23,312.05,261.73,3
44858,0,121.0735,9478.3682,52.972,103.6687,377.5435,0,7000.3853,170.4472,8852.792,31.4369,18352.3438,1743.4565,0,1496.5984,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,284.39,262.17,3
44859,0,25.5842,198.0666,1.0924,0,614.841,0,9.7432,63.5421,194.0326,0,45101.8711,1085.9851,0,868.5122,4.2514,Endo,AU87987,Stroma,Position 23,110.21,263.4,3
44861,0,41.7215,49.379,4687.4868,0.5907,264.7287,2.9937,1.5257,18486.1348,18271.0898,34.3059,6914.9316,2072.343,0,786.9297,29.2333,DN T cells,AU87987,Stroma,Position 23,292.83,266.36,3
44863,222.0018,230.8854,941.8461,0,0,2576.0918,0,12.6426,0,631.7005,0,5241.0366,3283.3723,0,7470.3101,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,74.01,267.55,3
44864,2875.6355,143.358,176.7489,3.3941,0,783.1101,40.3748,0,1312.2499,2779.7888,0,13013.8301,1279.3,0,5765.7573,38.0721,IRF8+HLA-DR+,AU87987,Stroma,Position 23,100.89,267.54,3
44867,41828.9766,86.9545,473.2831,1827.78,0,1829.6549,259.61,21.7959,23312.5703,22943.5957,0,4702.938,5006.9077,0,203.3422,0.6646,CD8 T cells,AU87987,Stroma,Position 23,89.18,270.26,3
44869,0,1.8509,0,0,0,86.7407,0,0,0,0,0,19854.0547,1277.4047,0,22.7428,0,Endo,AU87987,Stroma,Position 23,47.26,270.83,3
44870,16.6745,209.5677,10770.9873,25.6764,0.4223,1455.1616,33.0917,10662.8076,27.2925,7047.7959,38.086,140.185,3785.0361,0,4453.5479,135.4081,IRF8+HLA-DR+,AU87987,Stroma,Position 23,336.54,273.19,3
44871,0,0,0,0,0,9.4113,0,0,0,0,0,19093.6289,305.9717,0,0,0,Endo,AU87987,Stroma,Position 23,39.68,276.09,3
44872,0,0,4.801,0,0,147.4385,0,0,0,1.3764,0,4.6781,8.7313,0,7199.2803,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,175.95,274.33,3
44873,0,1053.8243,1523.3828,6.2942,21.4573,3795.2981,0,106.8227,31.5264,5918.7158,17.7308,121.7064,1101.4149,0,5716.0483,91.348,IRF8+HLA-DR+,AU87987,Stroma,Position 23,301.42,276.35,3
44875,28.1398,12.1105,658.7831,1183.7843,0,142.3417,0,325.9922,7693.3154,5972.5283,1.227,35.9152,390.635,0,121.6559,0,DN T cells,AU87987,Stroma,Position 23,165.72,276.96,3
44876,7461.4116,1.307,11.3013,0,0,147.4117,0,0,3525.7227,2794.283,0,27675.1992,2359.1641,0,391.0663,0,CD8 T cells,AU87987,Stroma,Position 23,80.34,278.01,3
44878,0,182.2393,324.4408,0,0,847.1258,0,44.3339,7.1571,399.4967,0,44.9391,572.9449,0,7220.1836,7.9137,IRF8+HLA-DR+,AU87987,Stroma,Position 23,123.87,279.61,3
44879,0,132.456,1818.6187,2089.5876,0,406.4297,218.6379,1067.1913,10520.1465,16623.5117,17.3044,231.6968,2012.0275,0,764.3032,218.2671,DN T cells,AU87987,Stroma,Position 23,280.34,281.73,3
44880,0,1890.0331,8663.5615,319.5295,0,2932.572,4.3115,7558.6064,25.2512,13222.4014,1.0683,954.4367,684.5646,0,6797.2969,24.9092,IRF8+HLA-DR+,AU87987,Stroma,Position 23,177.66,283.04,3
44881,0,2190.3003,4480.8711,0,84.6812,6152.3691,53.7444,1756.7615,14.2543,13735.8271,33.6943,123.5244,636.6271,0,2917.8076,11.3557,IRF8+HLA-DR+,AU87987,Stroma,Position 23,334.12,284.6,3
44882,0,3.4656,12.0545,0,0,197.8013,0,0,0,0,6.2374,62.6004,6085.4912,0,1077.1671,75.1671,CAIX+ Tumour cells,AU87987,Stroma,Position 23,248.56,284.12,3
44883,0,712.585,391.9169,2.7851,257.8438,2079.5286,7.2679,7.7779,0,10177.7461,0,1848.5554,596.9293,0,1696.5564,0,DN T cells,AU87987,Stroma,Position 23,20.2,286.5,3
44884,105.3483,0,0,0,0,23.7697,0,0,3321.9231,2482.272,35.2406,3.8101,11.52,0,18.1893,0,DN T cells,AU87987,Stroma,Position 23,319.95,287.11,3
44885,0,0.2537,220.0124,0,811.1162,83.5833,0,696.0504,0,12514.6846,0,25586.7578,1911.3107,0,283.5636,0,DN T cells,AU87987,Stroma,Position 23,57.23,287.35,3
44886,0,8.9712,23.6486,1031.2955,0,54.6622,0,28.1506,2664.5696,2013.0781,0,23.7206,2759.1301,0,112.1606,0,DN T cells,AU87987,Stroma,Position 23,117.38,289.4,3
44887,0,0,6.7744,0,0,534.5746,0,0,0,118.4692,0,38952.9688,731.9692,0,16.5779,0,Endo,AU87987,Stroma,Position 23,48.78,290.12,3
44888,0,635.0552,972.4385,1026.6252,0,6462.0181,177.7556,41.4038,5445.687,8615.0205,0,1360.5579,319.6458,0,6865.7979,20.9568,IRF8+HLA-DR+,AU87987,Stroma,Position 23,68.21,290.16,3
44890,0,0,7.7661,924.3582,0,94.4262,1.4962,0,7435.4043,8704.7305,0,36.1488,20.8871,0,56.3222,0,DN T cells,AU87987,Stroma,Position 23,130.3,293.92,3
44891,0,1948.1129,2381.0276,4.4594,0,7988.3584,0,62.6259,0,1710.1113,0,6742.1172,493.1021,0,305.0025,393.6167,IRF8+HLA-DR+,AU87987,Stroma,Position 23,37.45,295.08,3
44892,0,1708.7684,8194.5156,132.2809,0,6375.0776,0,6856.0781,0,6634.939,0.0988,644.7627,129.6478,0,1810.4822,11.13,IRF8+HLA-DR+,AU87987,Stroma,Position 23,97.68,297.45,3
44894,0,3.7855,0,37.0761,0,39.779,0,0,0,40.1941,0,42556.4219,2867.8142,0,51.4596,0,Endo,AU87987,Stroma,Position 23,26.23,299.07,3
44897,841.1278,57.1376,1684.8008,0,0,127.8008,0,1556.0992,214.5015,4015.2954,6.0541,40785.4453,2274.3789,0,510.3601,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,209.8,300.82,3
44898,0,2992.489,3028.2307,26.2826,0,13253.7852,0,41.3622,0,4317.4971,0,4748.7773,1424.5743,2.0219,1487.4718,40.1176,IRF8+HLA-DR+,AU87987,Stroma,Position 23,45.58,300.13,3
44901,0,9477.4326,12441.9414,3175.8726,0,8931.7441,0,2558.1538,5728.2148,21683.4355,0,1236.115,392.5609,0,300.403,2808.9695,DN T cells,AU87987,Stroma,Position 23,183.89,302.79,3
44902,0,108.2614,403.9793,7821.2832,0.7246,642.0433,19.3973,14.8349,22777.1094,16373.1475,0,610.0603,311.39,0,60.3205,0,DN T cells,AU87987,Stroma,Position 23,125.02,304.16,3
44904,0,601.8727,1338.6217,197.2723,0,434.7087,0,52.9743,1145.6395,3806.3862,0,48870.2773,1961.8884,0,196.4375,265.4085,Endo,AU87987,Stroma,Position 23,192.82,304.52,3
44905,420.5414,2017.5383,7939.5596,161.4617,0,3055.624,0,4020.5635,0,8399.7588,0,3572.2993,158.1868,0,6727.748,2136.3025,IRF8+HLA-DR+,AU87987,Stroma,Position 23,145.97,304.6,3
44906,0,106.1335,118.5503,0,0,3268.041,0,34.3881,0,344.2012,0,692.8829,931.0411,0,2205.4106,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,46.36,305.72,3
44908,37.1054,0,0,4.4925,0,10.9126,0,0,27.9933,0,66.4507,33468.7617,2411.7646,0,1009.2444,0,Endo,AU87987,Stroma,Position 23,338.53,307.88,3
44909,0,1506.9067,9197.7871,1737.6707,0,10054.2695,502.5303,6801.2456,9945.7617,15523.665,0,7137.3633,167.7276,0,215.1005,14.4855,IRF8+HLA-DR+,AU87987,Stroma,Position 23,206,310.11,3
44910,221.228,48.7515,1141.0504,0,87.1861,168.4604,0,679.3068,3.7803,4850.0405,0,44933.0156,854.6723,0,353.2478,0,Endo,AU87987,Stroma,Position 23,154.83,310.21,3
44911,0,2513.6726,8408.4463,0,9035.2314,4596.2441,0,2049.4177,0,7100.5527,0,344.87,120.0456,0,519.749,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,81.82,310.86,3
44912,0,268.3075,221.4164,0,0,5043.7334,0,1.034,0,1271.318,0,644.9643,362.426,0,11160.5908,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,47.49,311.49,3
44913,0,8761.0469,34130.9805,1442.0963,0,20401.0254,0,24996.0293,673.7662,29759.998,0.7073,1374.3365,582.1991,0,5601.4727,53.9522,IRF8+HLA-DR+,AU87987,Stroma,Position 23,215.5,312.05,3
44916,0,15.5529,38.1934,9571.6201,0,1283.7429,300.3744,0,19204.6484,12211.1191,0,1410.4768,1794.9976,0,37.4364,0,DN T cells,AU87987,Stroma,Position 23,15.67,313.92,3
44917,0,0,0,2220.3179,0,123.6545,0,0,4835.0103,11240.5732,0,2271.7996,504.3867,0,68.1442,0,DN T cells,AU87987,Stroma,Position 23,27.98,314.02,3
44919,0,9931.7598,22938.5371,164.9032,0,10872.582,0,12372.1445,4.5608,26814.7422,0,8374.2988,2876.0969,0,10264.5498,1374.6149,IRF8+HLA-DR+,AU87987,Stroma,Position 23,178.53,313.81,3
44920,0,11.6957,344.3728,0,0,413.4076,0,311.3065,1619.0261,2316.636,4.2467,15601.2803,226.5228,0,105.8228,0,DN T cells,AU87987,Stroma,Position 23,207.2,319.63,3
44921,0,676.1205,6757.896,0.1429,2.0623,6150.8193,0,4716.5166,0,5688.3911,0,43073.0508,752.6537,0,8450.2402,72.1425,IRF8+HLA-DR+,AU87987,Stroma,Position 23,142.7,320.86,3
44922,5893.0039,2924.5479,1948.4781,31.6922,5.0718,460.8988,0,0,3828.3652,27630.5625,4.8482,6189.9653,3784.3489,0,96.7298,0,CD8 T cells,AU87987,Stroma,Position 23,237.17,320.68,3
44923,0,426.0268,3499.3896,2793.9456,11923.5967,1484.335,0,2055.9241,4441.7676,13924.0361,0,89.0049,366.0665,0,653.8954,0,DN T cells,AU87987,Stroma,Position 23,76.64,321.2,3
44925,0,1274.1846,4020.9592,112.3025,0,8048.5518,0,3114.0127,16.938,5891.48,0,280.7245,90.1027,0,2636.4519,15.3111,IRF8+HLA-DR+,AU87987,Stroma,Position 23,53.02,326.02,3
44926,0,111.5385,226.9763,0,0,1198.0465,0,95.7041,0,479.2536,0.9958,39720.9922,211.2063,0,43.967,0,Endo,AU87987,Stroma,Position 23,136.34,328.56,3
44927,0,3166.8054,2042.8727,794.6102,0,1151.2526,0,0,563.2162,9791.2295,9.9083,1365.4794,7621.9448,0,2738.6355,752.2064,IRF8+HLA-DR+,AU87987,Stroma,Position 23,226.24,327.58,3
44928,0,45.7368,5434.0459,0,0,1316.9276,0,1817.0636,39.59,403.3591,0,33626.6328,507.9648,0,350.8258,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,37.16,327.85,3
44929,0,0,0,0,0,0,0,0,0,0,3.1027,0,5050.8745,0,404.2472,0,CAIX+ Tumour cells,AU87987,Stroma,Position 23,636.19,30.66,3
44932,0,1291.0444,1646.5983,1399.2423,3.4942,2216.1367,0,1067.0378,5261.042,26.1805,32.4163,121.163,961.5946,0,9954.4863,454.4149,IRF8+HLA-DR+,AU87987,Stroma,Position 23,380.9,31.77,3
44933,0,350.0259,855.6686,0,1.3927,322.2488,1.1792,0,0,0,14.987,26180.6465,790.9741,0,4658.0991,0.6887,Endo,AU87987,Stroma,Position 23,389.15,32.74,3
44934,7452.1792,68.9116,6297.8687,0,45.7307,312.1493,29.6924,2266.0793,2249.7927,940.9972,4.6411,6.8783,3305.5549,0,2088.8845,0,CD8 T cells,AU87987,Stroma,Position 23,413.22,32.73,3
44935,13825.7715,912.3779,1154.6259,0,45.3041,13.0207,0,41.67,7867.6021,2618.76,17.5562,23920.1465,3633.9446,0,998.9774,5.2765,CD8 T cells,AU87987,Stroma,Position 23,493.53,33.74,3
44937,0,837.6476,1843.3564,11.4612,33.4939,692.7776,4.6304,270.5241,42.1096,1162.2306,5.399,3643.9297,2915.9199,0,763.3729,858.4374,IRF8+HLA-DR+,AU87987,Stroma,Position 23,564.1,34.85,3
44939,0,12.238,29.425,0,1.694,11.7651,0,0,0,807.7264,0,0,11260.8203,0,610.408,0,CAIX+ Tumour cells,AU87987,Stroma,Position 23,603.49,35.87,3
44940,1000.1456,0,2.8923,23.6812,1.8792,1.7525,27.5211,8.7482,4.5386,7.3581,13.0277,57.9825,8378.9463,0,581.0524,0,CAIX+ Tumour cells,AU87987,Stroma,Position 23,421.29,39.64,3
44942,42.2004,1430.2688,5831.0117,8854.0078,73.9413,1620.5778,326.5054,5590.9824,10166.335,22350.9707,2.6061,178.3196,3398.7996,0,533.2766,1089.911,DN T cells,AU87987,Stroma,Position 23,599.36,43.26,3
44943,0,2489.0693,2718.21,21.3356,13.4832,850.401,0,1326.901,1.5624,12121.7822,17.1723,175.6653,1563.7911,0,861.1228,521.8277,CD88+ Monocytes,AU87987,Stroma,Position 23,608.92,43.78,3
44944,7008.8511,1175.3429,8181.6553,2.6565,50.573,4023.0391,16.6776,8363.2197,614.382,13676.5557,33.0321,612.6098,4837.6899,0,4891.5068,188.9147,IRF8+HLA-DR+,AU87987,Stroma,Position 23,590.14,44.35,3
44945,0,723.0566,470.8842,82.6995,0,2225.7107,12.7167,121.2094,0,72.9273,8.0493,32555.2402,2105.0308,0,1316.218,676.4027,IRF8+HLA-DR+,AU87987,Stroma,Position 23,384.68,43.92,3
44946,0,968.2693,847.0545,5.3622,99.3329,735.1432,0,107.5896,0,1666.8491,13.7482,1177.4136,1372.8081,0,4545.8208,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,499.25,47.12,3
44947,0,1454.5597,2276.3142,6501.8896,41.0478,3867.4314,0,736.3074,2836.9583,23577.0605,29.1313,11503.9961,3025.147,0,975.9403,295.3761,DN T cells,AU87987,Stroma,Position 23,372.67,49.27,3
44948,0,197.3124,467.5828,0,0,741.009,0,254.5155,49.3978,379.4075,16.3926,35.0776,2753.3215,0,3140.9768,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,399.09,50.31,3
44950,0,890.6614,2124.054,0,57.0114,1.6401,0,2076.9417,15.6842,10148.7637,20.835,128.5121,2444.6431,0,1516.2219,1000.0498,IRF8+HLA-DR+,AU87987,Stroma,Position 23,654.83,53.05,3
44951,0,1.0077,2.3185,9.9116,1.1597,213.5425,0,23.5871,13.0876,314.8361,23.4618,46422.168,2978.7922,0,1709.2189,92.8472,Endo,AU87987,Stroma,Position 23,373.83,57.67,3
44952,0,0,1.1882,0,14.2523,0.7307,0,0,6.2863,94.9451,41.6667,51710.1094,4177.5137,0,439.2183,0,Endo,AU87987,Stroma,Position 23,622.88,59.57,3
44953,0,349.5647,1685.0959,4.1779,12.8015,965.1306,0,1240.9393,32.7219,1459.2999,28.7699,22522.0527,5240.3633,0,1362.8567,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,382.85,60.63,3
44954,0,226.0799,799.7097,5017.1416,98.1562,490.4949,0,372.0696,6017.1963,11660.5898,29.7727,27.1202,965.0411,0,1142.8314,0,DN T cells,AU87987,Stroma,Position 23,409.52,60.24,3
44955,0,23.8585,154.4146,0,0,160.2797,3.5496,353.1837,4.3837,8529.8662,13.6407,25.8764,9258.0801,0,512.7789,0,CAIX+ Tumour cells,AU87987,Stroma,Position 23,638.27,59.87,3
44957,0,1312.9711,18876.7441,774.1613,0,507.1068,2.3671,20767.9648,683.1924,19786.875,10.9811,358.0979,5589.3672,0,1556.5529,1882.5518,IRF8+HLA-DR+,AU87987,Stroma,Position 23,644.86,62.08,3
44959,11592.5684,2790.2815,13250.3857,342.8784,12.3371,11092.7734,1.2629,14203.1465,3325.0227,19634.793,29.6649,1384.2516,2546.6628,0,1569.0083,4668.6909,IRF8+HLA-DR+,AU87987,Stroma,Position 23,629.81,63.35,3
44960,6084.9312,4995.8096,18471.4902,4.3453,14.7906,9471.8027,0,17823.4434,1298.4982,15075.0742,18.6198,1142.349,698.2019,2.1858,1200.45,1322.5717,IRF8+HLA-DR+,AU87987,Stroma,Position 23,394.97,63.41,3
44961,0,158.4201,160.6279,7.8567,11.1313,49.7712,0,25.1823,0,103.6099,17.9452,28152.8926,3154.198,0,640.7727,0,Endo,AU87987,Stroma,Position 23,616.23,65.93,3
44963,0,4619.9248,7112.7695,44.0975,0,4045.2568,55.1529,3845.1465,0,10492.4082,29.1426,639.1165,638.5135,0,9399.6484,52.267,IRF8+HLA-DR+,AU87987,Stroma,Position 23,560.03,69.37,3
44965,968,159.9146,1880.6787,0,0,1115.3934,28.3301,1534.2509,691.5299,2053.9436,38.294,45496.1953,3439.8953,0,1251.2025,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,390.52,73.41,3
44966,0,2308.7717,12490.5312,1724.9546,638.4763,1183,12.3819,12756.1797,9151.6104,17483.6289,14.0336,864.2747,1926.0726,2.747,5520.5117,3068.2356,IRF8+HLA-DR+,AU87987,Stroma,Position 23,641.24,73.84,3
44967,0,356.6808,1170.696,20.1045,286.108,1602.412,0,1265.1385,24.4237,654.1432,56.2653,222.6901,3984.0364,0,685.2758,238.7488,IRF8+HLA-DR+,AU87987,Stroma,Position 23,476.95,76.32,3
44968,0,545.381,4629.0269,16.3429,0,0,16.6571,5642.2222,0,0,0.7984,616.5111,593.8476,0,615.6111,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,671.08,77.68,3
44970,0,193.2417,1011.5472,3.0026,0,603.749,0,458.9404,3.5464,1140.7217,22.3294,34846.0938,6430.5845,0,662.9881,97.9489,Endo,AU87987,Stroma,Position 23,625.1,83.66,3
44971,0,1746.3324,7675.519,3403.3037,17.2735,3250.9316,254.2419,6103.6646,3058.1584,11450.5879,66.7808,1967.906,2036.1614,0,9158.0703,105.7386,IRF8+HLA-DR+,AU87987,Stroma,Position 23,548.19,84.16,3
44972,0,147.5385,348.4549,8.3096,0.1401,121.7689,5.653,509.2223,26.3544,707.7858,47.7924,20195.5059,2670.9038,0,1266.6868,38.2832,Endo,AU87987,Stroma,Position 23,459.43,86.31,3
44973,9954.7988,392.7632,2596.3357,0,4.931,3594.4587,166.3762,2595.2139,2375.8308,4733.7539,66.1624,3247.0298,566.2977,0,1264.8512,0,CD8 T cells,AU87987,Stroma,Position 23,582.83,85.75,3
44974,0,243.5945,3141.1318,0,24.5591,0,0.0055,3518.2483,0,1032.4454,4.81,11000.5137,995.5136,0,601.3491,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,665.69,85.24,3
44975,0,8114.1118,7599.6616,56.4632,134.796,3596.2322,0,3216.4944,0.4858,8219.7451,72.4703,1420.6587,2387.9985,0,10168.4053,273.8881,IRF8+HLA-DR+,AU87987,Stroma,Position 23,525.16,88.17,3
44976,5250.6899,1507.0376,14779.8506,0,100.3193,2412.2852,29.9789,9790.3467,120.5857,14859.5791,64.3157,4181.6245,1981.2383,0,1432.2981,0,IRF8+HLA-DR+,AU87987,Stroma,Position 23,566.42,89.94,3
44977,0,0,0,0,0,1.189,0,0,0,0,18.2981,35806.1523,2711.9167,0,603.1696,0,Endo,AU87987,Stroma,Position 23,654.94,91.99,3
44978,0,0,5.9958,0,15.4611,12.6669,0,0,11.6795,0,67.1029,574.1975,4344.4478,0,2077.8628,13.3255,CAIX+ Tumour cells,AU87987,Stroma,Position 23,479.95,94.05,3
44979,0,2419.187,1329.7573,12.8339,40.2609,3690.4863,0,0,2.5931,2208.344,55.8075,440.6469,3723.8733,0,5146.9443,63.1195,IRF8+HLA-DR+,AU87987,Stroma,Position 23,454.28,94.93,3
44981,570.2315,667.363,10482.2949,0,17.2507,7575.5181,4.9745,8282.6699,192.4753,6572.0068,70.6998,6436.5049,2163.2458,0,17379.7539,1272.4269,IRF8+HLA-DR+,AU87987,Stroma,Position 23,580.99,94.66,3
44982,0,122.392,1520.7664,0,79.4567,68.2677,0,1092.0516,0,3094.8879,87.6597,32210.8613,4005.4111,0,1713.413,3.6369,Endo,AU87987,Stroma,Position 23,519.12,95.65,3
44983,0,1574.5938,6382.9722,0,63.2244,901.1097,0,3450.1523,174.6102,9924.8447,54.7363,715.534,1621.3899,0,2620.6741,54.8624,IRF8+HLA-DR+,AU87987,Stroma,Position 23,529.25,97.49,3
44984,0,3095.27,11922.0098,4575.6157,175.4714,7307.9487,239.6859,10986.7734,9510.8447,20986.4473,90.8721,916.0244,3170.2734,0.2926,14312.5615,4364.6548,IRF8+HLA-DR+,AU87987,Stroma,Position 23,541.91,96.7,3
44985,0,116.4151,1050.7352,37.7372,0,0,0,888.7034,0,5.4684,26.3921,34882.4453,4565.2881,0,332.3979,3.5066,Endo,AU87987,Stroma,Position 23,667.22,97.94,3
44987,1.068,1172.0448,9711.459,0,0,902.4942,0,5403.96,0,8314.5029,120.4395,42728.0039,3212.811,0,2794.0132,507.5721,IRF8+HLA-DR+,AU87987,Stroma,Position 23,565.41,99.07,3
44988,605.0831,323.234,10286.3193,32.1876,0,2088.1787,0,9363.8369,1.0427,2364.0818,85.2237,43617,6987.231,0,3396.8005,319.39,IRF8+HLA-DR+,AU87987,Stroma,Position 23,597.78,101.46,3
44989,14.9459,80.1705,6372.6187,0,0,1071.0956,5.515,4762.8042,71.0991,3014.2534,88.8848,39011.2188,3549.2603,0,2596.5542,184.5127,IRF8+HLA-DR+,AU87987,Stroma,Position 23,586.73,101.67,3
44990,0,269.1662,2759.3188,0,23.0773,27.7758,5.0222,1195.0947,9.1778,6034.542,50.172,36582.7891,7679.5596,0,771.9913,67.8097,IRF8+HLA-DR+,AU87987,Stroma,Position 23,618.09,102.08,3
44991,0,0,13.4734,0,2.9202,0.984,0,266.7234,0,8.3564,36.211,32630.0762,4176.4751,0,512.3014,0,Endo,AU87987,Stroma,Position 23,658.53,103.04,3
44992,0,104.7783,1964.955,35.8598,1.0433,488.0297,0,1149.8929,429.8802,1918.4197,130.5123,43096.8398,3433.0059,0,2036.074,130.6134,IRF8+HLA-DR+,AU87987,Stroma,Position 23,576.17,104.76,3
44993,0,0,9.1316,0,0,34.9792,0,0,0,0,58.928,26040.918,2914.3447,0,223.6023,0,Endo,AU87987,Stroma,Position 23,382.82,105.31,3
44994,0,695.1664,577.4209,0,29.7497,1688.6024,0,275.4319,0,1762.5681,63.6396,33.3961,1271.9739,0,3095.0564,47.8033,IRF8+HLA-DR+,AU87987,Stroma,Position 23,497.01,105.59,3
44995,6964.4712,4586.7041,11021.9736,1558.6929,0,4004.5542,93.7162,7831.6152,997.1604,21962.7188,101.8401,1530.8843,2221.9299,0,5381.4243,6562.1567,IRF8+HLA-DR+,AU87987,Stroma,Position 23,640.96,106.21,3
44996,0,6228.3384,34541.0352,7128.7451,328.9666,3956.4277,936.0937,31083.75,11956.875,26379.7676,63.8632,3370.002,4179.748,0,6159.7153,12133.1299,IRF8+HLA-DR+,AU87987,Stroma,Position 23,627.06,107.2,3
44997,0,444.9666,1978.6407,1821.3442,6.0102,2231.8159,416.8875,1730.1111,6123.4941,8058.3672,101.5562,521.3306,7101.1958,0,1879.396,326.7457,DN T cells,AU87987,Stroma,Position 23,545.48,107.06,3
