Sample ID,Chip ID,ROI,Parent,X,Y,CD8_Cell_Mean,CD88_Cell_Mean,CD4_Cell_Mean,SIRPa_Cell_Mean,CD56_Cell_Mean,HLA-DR_Cell_Mean,CD11c_Cell_Mean,PD-1_Cell_Mean,CD3_Cell_Mean,CD45_Cell_Mean,CD10_Cell_Mean,CD31_Cell_Mean,CAIX_Cell_Mean,CD20_Cell_Mean,IRF8_Cell_Mean,CD68_Cell_Mean,CAIX_Status,CD3_Status,CD4_Status,CD8_Status,CD10_Status,CD11c_Status,CD20_Status,CD31_Status,CD45_Status,CD56_Status,CD68_Status,CD88_Status,HLA-DR_Status,IRF8_Status,PD-1_Status,SIRPa_Status,Cell_Type
AU94845,M872808,Position 15,Stroma,352.82,504.86,0.0,98.3593,51.4042,0.0,2.6736,4.1419,17.676,0.0,114.8468,61.0385,0.0,41676.5625,614.9415,19.749,13.9431,148.6287,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,97.06,505.9,0.0,26.9772,2.2386,0.0,0.0,8.1411,0.9834,0.0,194.4979,498.3423,0.0,56438.6562,3843.5642,0.0,9.0809,174.2822,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,3.519,508.19,0.0,428.8039,276.9989,1194.7335,0.0,192.1994,0.0,2542.364,0.0,3553.6252,0.0,3.2254,230.2914,0.0,1.2167,650.7692,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,NULL
AU94845,M872808,Position 15,Stroma,103.8,508.35,0.0,0.0,4184.7852,0.0,10.7274,31.9224,0.0,0.0,10896.1104,10492.1611,0.0,4352.9707,84.7015,0.0,0.0,115.8132,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD4 T cells
AU94845,M872808,Position 15,Stroma,181.36,508.9,0.0,865.5746,299.2149,48.7611,13.8845,113.8508,4.9893,0.1474,766.4742,651.9183,0.0,22981.8281,4108.2363,0.0,16.2655,1046.3313,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,237.83,510.05,0.0,429.9666,247.424,0.0,0.0,0.0,0.0,17.7796,136.6528,803.6227,0.0,2.8831,405.4908,0.0,39.0868,44.3072,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,224.92,510.57,0.0,78.3727,5776.3491,429.0328,0.0,0.0,1526.2698,441.0786,11885.2344,15864.7441,0.0,770.8213,652.6013,0.0,2.8122,267.6148,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD4 T cells
AU94845,M872808,Position 15,Stroma,335.62,510.73,0.0,1557.66,11.1337,9626.4229,0.0,7.7467,20.7642,10429.5654,1.4767,15170.5947,0.0,51586.5469,432.0485,0.0,174.5674,1002.7751,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,322.02,510.34,0.0,3478.9656,45.4874,598.7657,0.0,374.0722,0.0,27.9634,0.0,2223.1025,0.0,24896.4668,1213.704,0.0,258.1172,239.682,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,145.21,512.16,0.0,1025.8392,23.7735,12048.252,2.9146,1611.2535,0.0,11649.8438,0.0,15856.4297,0.0,344.9039,97.2945,0.0,682.8375,656.5009,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,189.01,512.79,0.0,1457.1637,4159.4102,828.4464,51.4049,67.4888,62.2465,59.1233,7361.6831,11036.3145,18.6132,56973.75,1171.1838,0.0,16.6174,308.4017,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,94.37,512.95,0.0,87.6133,0.0,0.0,0.0,0.0,0.0,0.0,8.0527,0.0,0.0,54231.5234,2819.8789,0.0,309.0273,61.9023,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,110.84,513.23,0.0,0.0,28.3411,0.0,0.0,0.0,0.0,0.0,34.2694,51.531,0.0,0.0,34.2364,0.0,0.0,32.3663,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,292.68,512.73,0.0,0.0,2599.9602,0.0,29.2093,0.5329,5.2578,0.0,5664.4707,17669.9395,0.0,0.0,328.6142,6980.5728,76.7024,77.4913,Negative,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,356.72,360.68,5286.7114,4329.0977,2660.2585,117.7312,0.0,8232.7695,452.8239,8.1445,10899.3994,21059.4082,500.91,8.5785,5780.0205,0.3053,51.3277,5823.5669,Positive,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,667.76,361.22,0.0,1577.5109,132.7621,47.0018,4.5419,0.0,23.9812,5.4824,0.7348,1853.028,0.0,16303.0342,912.0516,49.9175,11.7561,1561.73,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,602.59,361.72,0.0,1643.5386,1037.823,599.6309,0.0,19904.4219,7.5951,134.0904,12.032,8823.625,203.1582,90.3296,494.4256,1940.2317,2239.0754,4862.3335,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,631.04,362.18,0.0,7.5793,27.0613,82.797,6.4228,1616.1057,3.3805,129.592,0.0,499.1586,0.0,46337.4688,1730.5581,1.6575,190.9725,165.8161,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,617.84,365.93,0.0,0.0,640.5322,0.0,0.0,78.5321,4.1774,0.0,809.4893,1586.6703,0.0,11998.8555,1066.6583,0.0,35.3869,156.4845,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,624.93,366.28,0.0,0.0,0.0,0.0,0.0,116.9096,1.055,6.539,0.0,497.5798,0.0,42639.9688,301.4255,0.0,419.8635,115.9965,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,399.84,366.38,0.0,113.7219,0.0,0.0,2.0023,94.0034,12.3666,0.0,0.0,0.0,1477.7616,0.0,5892.7671,15.8479,0.0,4506.563,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells
AU94845,M872808,Position 15,Stroma,655.89,366.43,0.0,1511.6897,222.5439,56.665,56.5072,1.2455,84.7562,57.4092,0.0247,4330.1704,1113.9301,43602.5859,658.393,70.954,48.3001,1650.8329,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,611.0,367.48,0.0,20.9574,1106.9402,1.0426,0.0,1679.8905,35.7759,0.4888,681.4818,4126.5508,43.146,23578.2305,1071.7617,0.0,201.7607,495.1298,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,641.79,367.62,0.0,4968.2432,6514.2798,4994.0132,2007.7471,3069.0439,22.7031,3614.9062,5719.314,21055.0371,0.0,17503.4219,1740.3832,0.0,117.0249,4737.0171,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Positive,Positive,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,664.74,369.79,0.0,16.4407,14.3651,0.0,131.9314,0.0,9.5767,0.0,8.0919,36.5907,107.2512,26694.7422,692.4197,7.5465,1.3605,336.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,648.1,371.9,0.0,1474.8573,3197.5044,1185.464,121.5668,54.482,39.22,1498.1697,1708.8829,8634.3818,0.0,33619.4609,1218.5315,11.0991,29.4099,2121.2966,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,433.01,370.34,0.0,237.128,30.741,159.5232,0.0,448.972,12.2929,44.4378,0.0,58.8683,2331.6409,42.3745,7652.3892,0.0,12.1229,1946.0537,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells
AU94845,M872808,Position 15,Stroma,508.58,371.51,0.0,437.245,9.0016,1424.8024,14243.2666,13888.1377,18.7677,2949.3511,0.0,8883.2734,3462.6548,0.5433,6389.5376,2.142,362.3925,6661.5342,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Negative,NULL
AU94845,M872808,Position 15,Stroma,409.49,371.03,0.0,233.4291,26.3844,0.0,83.4894,87.6617,145.5532,0.0,19.0702,19.8397,1552.2405,3.8482,7950.1631,81.434,15.8582,5423.3413,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells
AU94845,M872808,Position 15,Stroma,635.88,373.01,0.0,361.5816,86.6694,495.9664,341.937,1789.6918,19.1727,112.6629,305.5704,2713.251,0.0,28949.0195,1360.1167,430.6512,88.8285,1006.8167,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,624.99,372.86,0.0,35.7588,4.3251,0.8597,5.4594,155.7673,0.9393,3.7639,3.5937,901.7348,0.0,19801.7188,501.6809,0.0,135.3088,331.2592,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,523.77,372.59,0.0,393.1151,0.0,0.0,2.9481,9998.0332,5.7144,6.9549,0.0,0.0,590.6671,0.0,1129.7313,0.0,6.0011,16473.373,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,553.62,373.87,0.0,93.8003,0.0,0.0,0.0,424.6734,11.0778,29.6819,0.0,0.0,586.0999,0.0,1986.8917,0.0,0.0,17339.7539,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,671.35,377.24,0.0,86.9942,7.356,0.0,0.0,0.0,2.2673,0.0,0.0,0.0,51.6164,19638.9727,1025.5231,0.0,13.6267,377.1567,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,419.21,376.12,0.0,334.5111,40.9421,407.3224,609.0803,430.0461,70.0342,168.8276,0.0,593.6523,10900.875,5.7563,4180.0298,0.0,76.1842,3291.4265,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells
AU94845,M872808,Position 15,Stroma,481.11,377.4,0.0,689.3322,9.6632,1151.5493,3671.4275,18290.7617,25.482,1361.1115,39.4216,2152.0396,3661.2288,0.0,6951.7085,7.5215,0.0,6194.8047,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,430.42,379.17,0.0,116.3515,27.4859,521.0818,2.3242,46.0071,50.8475,130.002,40.001,435.3394,13958.2637,6443.1992,5980.5361,0.0,27.6778,6100.502,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells
AU94845,M872808,Position 15,Stroma,445.44,380.11,49.3302,5054.3813,472.0606,2381.6733,123.0202,4305.9609,245.6568,1485.1414,34.9691,3275.3242,10464.5439,124.1223,10020.623,33.7648,221.0344,11364.3955,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,624.87,380.49,0.0,9.9526,16.0984,0.0,114.706,179.8019,2.2382,0.0,122.1859,690.3706,0.0,7456.7363,584.0522,16.7278,30.8554,97.6039,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,660.15,380.46,86.9816,1841.1106,736.8599,254.0897,1638.4078,0.0,2.6118,223.4054,61.1044,3554.446,0.0,343.3931,1682.5701,7.9607,6.0958,858.5774,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,652.48,380.64,0.0,0.0,8.0585,0.0,230.81,3.8246,0.0,0.0,0.0,0.0,0.0,22014.373,1583.7266,0.0,63.6451,180.0626,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,454.52,378.58,4697.6216,1303.5854,917.6891,908.1964,0.0,8061.8325,343.3291,791.7545,3301.9509,9959.4512,13120.4668,30.1636,9419.1924,1.2236,0.9564,7244.2856,Positive,Positive,Negative,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,529.97,381.46,0.0,1874.7588,83.3669,4169.5195,0.0,11870.2109,4.7655,6093.9199,0.0,2563.7856,1518.9153,90.8689,4402.3662,0.0,6.3233,16121.1475,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,410.25,381.8,0.0,3326.2607,292.2,3521.0876,10160.8477,2310.7568,149.0477,3450.22,9.51,8340.5449,4628.8994,5008.0454,5955.3931,20.1085,90.0946,7229.3662,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,422.02,383.72,0.0,692.2751,107.7784,624.2987,169.1424,605.4272,16.7163,722.2784,3.4743,1042.1627,2293.9016,10578.2656,5274.8267,0.6071,56.9925,3238.2581,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,632.03,384.24,0.0,1028.2238,19.0104,0.0,1105.3334,8931.6553,0.0,0.0,11.08,2049.1763,0.0,0.0,593.0622,8.4252,1962.4399,186.043,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,567.15,383.79,0.0,21.8586,0.0,0.0,3.0971,84.3086,2.4357,0.0,0.0,0.0,4314.0684,0.0,4830.627,0.0,11.4014,6666.8931,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells
AU94845,M872808,Position 15,Stroma,599.0,385.98,0.0,96.4508,0.0,415.4449,0.0,23.3729,3.2806,309.0468,0.0,230.223,0.0,18881.8262,602.4424,0.0,0.0,82.8765,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,448.85,388.19,2524.6128,286.9123,5568.2466,250.8481,0.0,617.8901,476.1755,157.6976,7174.2651,14570.667,3912.9109,117.4401,1704.2118,0.0,63.3417,435.0107,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD4 T cells
AU94845,M872808,Position 15,Stroma,620.59,388.26,0.0,1004.8052,72.3368,550.4877,222.5561,1117.5961,0.4774,10.5342,0.0,1041.2078,0.0,12472.2061,1434.9923,0.0,58.9019,147.7045,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,459.6,389.01,20430.6309,4031.999,15968.7783,3862.8013,9252.7646,20181.1719,6771.3545,2048.2349,34157.0703,46232.4531,1498.1855,741.0915,4966.1987,20.1784,187.1022,2918.4575,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Negative,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,417.56,389.11,0.0,263.3806,0.0,42.7992,132.4715,1.074,67.2199,0.0,24.0677,4.9091,755.9789,16139.4463,2319.48,0.0042,149.7717,71.3044,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,653.83,389.69,0.0,4.8039,0.0,0.0,0.0,0.0,0.0,0.1088,0.0,7.4195,0.0,9737.5381,1413.1814,0.0,3.0601,27.7789,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,665.55,390.27,255.0558,887.5842,866.2183,7.3426,15.5645,3.4599,3.8432,31.7921,1237.7736,2087.7573,0.0,4287.6318,1062.9269,0.0,111.2009,504.9001,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,370.03,390.79,0.0,7043.0791,0.0,4.4004,7.8553,25.6381,5.6315,0.0,0.0,0.0,3814.3459,0.0,5658.8516,0.0,0.0,1765.8323,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,425.74,394.52,0.0,73.9125,1351.6456,348.0235,299.793,128.397,41.4589,54.81,2381.6831,4163.668,0.0,7445.7163,1956.1697,6.7705,282.4077,123.6126,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,416.8,395.63,2173.0085,7654.5054,1903.9309,1768.4109,667.3964,2330.1309,46.6545,126.6824,823.194,10276.583,1492.4824,17593.3047,4264.7998,47.5794,195.0109,4697.4619,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,618.21,395.11,0.0,1702.0933,26.5482,272.6667,0.0,1732.7488,1.3112,0.0,0.0,289.3602,0.0,585.3776,93.97,0.0,35.6082,207.1548,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,482.15,395.87,2731.4995,1211.7428,5764.0425,272.1619,2174.9399,26402.9902,755.0694,702.371,12633.6484,15860.0781,1361.0157,6.63,1969.3322,1.7993,46.9833,996.4274,Negative,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,441.63,396.09,0.0,117.905,0.0,0.0,0.0,505.5356,2.2731,14.5462,0.0,538.4222,0.0,24179.5996,3570.6516,0.7309,0.0,3.2296,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,583.51,397.5,0.0,164.6125,8.4982,3.5486,0.0,317.5498,0.0,120.8942,0.0,2.8733,0.0,30024.1641,835.6027,0.0,1.5978,201.7835,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,611.64,396.74,0.0,2188.8953,0.0,45.1878,11.8974,26.1659,0.8493,0.0,0.0,544.4301,0.0,16239.7158,204.1943,0.0,119.6397,60.8079,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,456.03,398.14,6576.3369,3136.2095,4550.624,4512.9287,7.5356,10081.333,370.311,1957.9827,21265.6445,26974.998,0.0,18876.8203,6660.9116,4.8661,302.6998,1125.7148,Positive,Positive,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,631.5,399.59,0.0,1393.9395,54.9445,203.1791,103.5399,2277.0723,3.185,25.5088,0.0,1765.0605,0.0,32.6796,449.0236,0.0,82.0236,194.7729,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,569.4,399.46,0.0,58.3525,2.2119,128.2998,4.2564,11.685,31.5234,26.3173,0.1276,234.2248,112.2447,3.2213,3509.3535,9.3361,1.3349,7421.4849,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,410.72,400.88,0.0,4569.7129,465.4677,640.087,272.3452,2161.5508,53.9947,46.0975,0.0,6103.9512,397.8287,33397.332,3351.4888,0.0,149.5441,7259.1582,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,474.67,401.55,21.87,4652.4277,4020.0151,1763.6746,115.2256,37838.8086,101.5596,1570.7476,9546.2471,12907.5078,7175.4155,0.1676,8244.2227,4.9044,160.4114,3765.3049,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,437.99,401.87,679.2644,1079.3306,45.6881,8.5068,2.3492,1158.3085,56.7068,3.1102,58.6339,535.4712,0.0,29123.0801,1276.7474,0.0,10.8237,152.5441,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,667.42,401.94,0.0,1872.7804,4937.1069,53.2083,44.731,1.6816,94.3071,5.1064,4839.7139,4859.3906,0.0,4.5389,598.6512,0.0,20.1553,931.3687,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,CD4 T cells
AU94845,M872808,Position 15,Stroma,467.28,402.27,189.1676,7214.4678,14063.3623,5265.2085,152.1943,34929.3633,89.5724,4892.0078,21280.1777,27649.5059,1523.5839,23.6524,2121.74,0.0,122.4619,1971.239,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Positive,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,451.29,402.79,0.0,85.2666,0.0,0.5501,0.0,514.0858,0.0,0.0,20.9818,44.4408,0.0,35657.9805,1931.8557,0.2315,0.0,169.4135,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,390.33,403.49,0.0,1728.4818,513.1915,162.0771,160.4502,4072.0554,59.8015,157.3422,2795.6802,5609.395,18133.3203,1.8212,14975.8076,5.0757,8674.6709,9928.3984,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,609.45,403.37,23.7698,2000.6228,52.6325,0.0,64.4159,0.1122,23.1663,44.9884,0.0,640.7137,0.0,32173.877,1387.3191,0.0,206.2727,189.8646,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells
AU94845,M872808,Position 15,Stroma,460.31,405.06,3613.4082,2670.9355,9960.2666,4157.9575,0.0,23564.3633,172.0497,2991.8381,21300.834,23565.7598,0.0,15753.0439,1684.4995,0.0,99.9722,197.6296,Negative,Positive,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Positive,Positive,NULL
AU94845,M872808,Position 15,Stroma,400.36,403.39,0.0,735.7063,20.1049,655.976,1008.986,8695.0918,30.1449,481.035,181.9021,3456.7642,8505.0781,21488.041,4573.1641,69.018,561.7702,5328.9712,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,426.47,404.3,0.0,4694.606,1515.9257,1081.7595,1498.8956,3814.9668,1685.6725,7.7421,3756.8987,20120.8184,0.0,3148.9431,1522.5111,14.5775,47.5854,1394.2737,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Positive,Negative,Negative,Negative,NULL
AU94845,M872808,Position 15,Stroma,614.94,404.96,0.0,26.7127,12.0166,0.0,0.0,134.7458,1.5856,0.0,0.0,0.0,0.0,3321.8535,134.1796,0.0,0.2762,0.0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,NULL
