Sample ID,Chip ID,ROI,Parent,X,Y,CD8_Cell_Mean,CD88_Cell_Mean,CD4_Cell_Mean,SIRPa_Cell_Mean,CD56_Cell_Mean,HLA-DR_Cell_Mean,CD11c_Cell_Mean,PD-1_Cell_Mean,CD3_Cell_Mean,CD45_Cell_Mean,CD10_Cell_Mean,CD31_Cell_Mean,CAIX_Cell_Mean,CD20_Cell_Mean,IRF8_Cell_Mean,CD68_Cell_Mean,CAIX_Status,CD3_Status,CD4_Status,CD8_Status,CD10_Status,CD11c_Status,CD20_Status,CD31_Status,CD45_Status,CD56_Status,CD68_Status,CD88_Status,HLA-DR_Status,IRF8_Status,PD-1_Status,SIRPa_Status,Cell_Type,CAIX_AutoThreStatus,CD3_AutoThreStatus,CD4_AutoThreStatus,CD8_AutoThreStatus,CD10_AutoThreStatus,CD11c_AutoThreStatus,CD20_AutoThreStatus,CD31_AutoThreStatus,CD45_AutoThreStatus,CD56_AutoThreStatus,CD68_AutoThreStatus,CD88_AutoThreStatus,HLA-DR_AutoThreStatus,IRF8_AutoThreStatus,PD-1_AutoThreStatus,SIRPa_AutoThreStatus,AutoThre_Cell_Type,Cluster.id
AU94844,M1771243,Position 24,Stroma,322.87,471.03,0.0,0.0,1110.848,0.0,0.0,9.8913,0.0,0.0,0.0,0.0,0.1723,13609.0459,913.2563,0.0,316.4924,357.2581,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,
AU94844,M1771243,Position 24,Stroma,147.57,471.63,0.0,390.3261,884.6627,22362.0391,0.0,15.1151,0.0,4420.0063,0.0,159.4369,0.0,4791.3281,879.4456,0.0,1184.3911,1208.8063,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,20.5,472.1,4.4395,20.8105,297.2412,5.5889,0.0,17.959,0.0,0.0,0.0,0.0,0.0,0.0,37.8682,0.0,23.4219,314.293,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 24,Stroma,61.23,473.45,57.1314,18.5901,2215.7439,798.004,0.0,1.8191,0.0,85.8403,0.0,7.0944,0.0,32193.0332,441.6779,0.0,589.8535,39.0172,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Endothelial cells
AU94844,M1771243,Position 24,Stroma,312.44,474.03,31.2291,0.0,818.1046,1647.799,13.3911,13.732,0.5192,120.1978,0.0,4.1535,0.0,41616.3594,872.2856,0.0,1145.1417,121.1856,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 24,Stroma,93.82,478.84,0.0,11747.6738,6770.1504,22959.7441,5.5084,2165.6504,3.4248,17727.0527,4.4033,14020.7324,0.0,7417.542,1628.4248,13.1026,1074.0872,5439.2471,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Positive,Positive,Negative,Positive,Positive,,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Positive,Positive,Negative,Positive,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,300.14,480.09,0.0,448.2733,1292.7406,25162.7285,2142.853,1756.2661,26.9625,12041.0635,7.441,8001.186,25.9922,4610.043,1394.8838,0.0,5022.5459,14083.0098,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Negative,Positive,Positive,Positive,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,103.57,481.44,0.9136,0.0,156.8823,19.5737,0.0,0.0,0.0,0.0,15.177,0.0,132.8897,14236.1582,376.5695,12.0115,115.3078,11.3424,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,
AU94844,M1771243,Position 24,Stroma,144.73,482.87,0.0,11.28,124.4243,3469.7029,0.0,2.5666,0.0,353.2039,3.2872,0.263,0.0,21727.9121,579.3771,0.0,250.6184,111.6505,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 24,Stroma,45.26,483.3,17019.4492,7419.5962,4897.2402,23287.918,14.1721,1508.8274,245.7957,15211.8311,1880.9154,11900.5225,9.849,98.0683,1659.9832,0.0,108.2567,8755.8398,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Positive,Negative,Negative,Positive,Positive,,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Positive,Positive,Negative,Positive,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,130.15,484.5,63.1066,22.6535,1981.4867,9590.375,0.0,138.8714,0.0,1519.5063,1.9606,113.4392,0.0,24667.4629,527.5423,0.0,746.6651,398.0464,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,196.8,485.09,0.0,0.0,347.3165,150.714,16.2728,48.3555,0.0,3.2906,0.0,3.5537,30.0236,0.0,1958.6985,0.0,615.4664,338.1832,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 24,Stroma,72.7,487.42,0.0,1068.9943,1273.0846,6481.9883,22.2735,50.1883,0.0,2898.1562,0.0,1133.2249,0.0,12944.3867,520.1442,0.0,384.0903,328.2896,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,84.47,489.14,8.232,3346.8359,529.1196,27803.666,8.9463,134.9858,16.6292,14497.0195,6.2047,11167.5312,1.9088,7284.6543,363.8774,0.0,927.6484,1720.2279,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Positive,Negative,Negative,Positive,Positive,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Positive,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,99.52,490.29,0.0,16.6055,562.472,313.2266,15.5944,3.4798,0.0,0.1198,0.0,3.6901,4.8848,12075.2666,665.1738,0.0,168.8171,40.7474,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,
AU94844,M1771243,Position 24,Stroma,336.64,490.19,0.0,0.0,116.3237,0.0,0.0,129.7318,0.0,0.0,0.0,0.0,14.6562,0.0,985.6221,0.0,97.5438,50.4997,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 24,Stroma,302.96,491.81,0.0,0.0,320.2336,2355.0532,26.6259,206.5744,0.0,281.5229,0.0,68.995,0.0,13212.4248,1762.2668,0.0,381.7215,2236.0066,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,
AU94844,M1771243,Position 24,Stroma,76.83,495.79,0.0,11415.6797,1260.9048,36143.5508,891.6631,2642.4905,2.0429,22865.0977,0.0,5540.8345,7.4571,160.0774,728.9167,0.0,3655.6655,5404.52,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Positive,Positive,Positive,Positive,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,329.5,497.61,0.7327,10.1894,304.9439,37.3426,100.4719,135.6541,0.7327,0.0,14.1281,0.0,63.7228,0.0,3944.9341,0.0,147.5347,457.5505,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CAIX+CD68+
AU94844,M1771243,Position 24,Stroma,138.55,497.34,2.3048,136.6934,369.7588,1593.1984,0.2595,3.2322,0.0,172.9237,0.0,208.7357,69.0551,26956.7207,551.2007,0.0,225.1658,3337.926,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 24,Stroma,311.31,498.43,0.0,9.7648,260.0525,28.5835,38.5054,9.7449,0.2612,0.0,23.7998,4.4179,19.1339,22859.9805,930.7733,0.0,383.7648,713.7951,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 24,Stroma,114.58,498.53,4.0984,0.0,257.2887,2193.0132,11.3635,87.5892,9.4501,248.8104,0.0,99.6936,3.7001,8536.9941,686.3419,0.0,272.0427,169.2238,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Stroma,211.41,499.37,0.0,0.0,0.0,0.0,17.7184,51.0787,10.4036,0.0,0.0,0.0,31.52,0.0,2336.959,0.0,15.9498,749.0684,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 24,Stroma,255.63,501.31,0.0,0.0,107.3093,0.0,0.0,58.4529,0.0,0.0,0.0,0.0,0.0,0.0,706.2773,0.0,203.7729,664.1462,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 24,Stroma,287.14,504.66,0.0,108.3594,210.2656,667.6242,7.9594,55.0172,3.6133,18.332,0.0,43.8875,0.0,6980.6592,563.5297,0.0,193.5359,632.6422,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 24,Stroma,178.0,505.65,0.0,76.2576,72.8441,486.4029,8.4069,105.2259,0.0,87.1281,0.0,127.6565,17.5812,0.0,254.469,0.0,59.8085,541.7635,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 24,Stroma,75.3,514.47,11.3544,0.0,76.6731,0.0,876.4492,0.0,0.0,0.0,0.0,0.0,12.0714,0.0,359.3324,0.0,141.614,75.7129,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,465.14,429.91,0.0,5156.0166,2200.3728,11046.4336,130.3757,4123.3735,0.0,929.3827,15.5133,8468.9756,71.8952,82.1871,6780.3931,0.0,2330.9121,22204.1758,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Positive,Positive,Positive,Negative,Positive,,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Positive,Positive,Positive,Positive,Negative,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Tumour,506.35,91.41,24.4305,62.3878,800.0772,24.7048,1063.3524,66.5895,0.0,0.0,0.0,0.0,53.148,0.0,6115.4497,0.0,295.05,627.7502,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CAIX+CD68+
AU94844,M1771243,Position 24,Tumour,607.5,94.88,0.0,0.0,68.0994,0.0,1664.9233,79.6747,0.0,67.6463,0.0,0.0,78.571,14422.6914,19703.4395,0.0,760.9404,4192.4048,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,CAIX+CD68+
AU94844,M1771243,Position 24,Tumour,608.1,102.92,0.0,7271.4131,1298.5869,41932.2031,4328.0723,2108.012,1.024,25788.1738,0.0,16002.8213,121.4159,6044.6182,17895.6035,0.0,4099.1543,10611.7598,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive,,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,,Mono/Macs/cDC2s
AU94844,M1771243,Position 24,Tumour,627.15,372.58,0.0,909.3632,331.0763,4638.709,115.3959,421.2541,0.0,186.4853,0.0,1871.5289,49.3566,0.0,10965.0576,0.0,7026.2979,1170.0491,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,,IRF8+
AU94844,M1771243,Position 24,Tumour,556.05,410.99,0.0,7.81,58.2714,0.0,4192.481,132.44,0.0,0.0,10.3586,0.0,6.9843,0.0,5282.9224,0.0,167.4171,1468.2635,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,554.74,337.84,3.6783,14.8039,8986.3408,22.6884,7885.9092,364.4408,196.0966,0.0,13993.1992,14983.9043,221.6878,15941.5098,13502.9033,0.0,378.8578,5481.5322,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Negative,,CD4 T cells
AU94844,M1771243,Position 24,Tumour,514.7,92.67,44.2282,0.0,944.8542,850.0199,14050.4893,650.0615,1.0966,89.4545,0.0,46.5795,201.8778,0.0,30864.8711,0.0,274.3191,3933.4944,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,521.99,96.97,257.5886,18.3191,1477.7319,9.7746,23978.2246,186.2509,14.9235,0.0,12.8442,1.1523,89.9407,0.0,18259.4551,4.3129,304.1427,6501.8872,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,398.62,214.03,5836.3979,0.0,21.0288,232.5849,802.8217,310.3106,0.0,0.0,675.7546,214.6194,96.9204,0.0,10564.0254,0.0,32.4228,98.535,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Tumour cells
AU94844,M1771243,Position 24,Tumour,191.04,336.31,0.0,0.0,39.6943,0.0,5072.7158,91.5929,0.0,0.0,3.2129,0.0,32.6393,1157.0793,7598.5381,0.0,57.1779,2260.4373,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,195.57,346.28,0.0,0.0,319.4637,0.0,9805.6797,138.6559,0.0,0.0,0.0,0.0,42.6463,0.0,10685.7529,0.0,28.7092,364.7956,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,651.02,172.2,0.0,0.0,106.9743,41.3152,224.5429,0.9162,0.0,0.0,0.0,0.0,40.259,0.0,7324.7163,0.0,42.1743,159.3467,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Tumour cells
AU94844,M1771243,Position 24,Tumour,579.95,106.83,0.0,0.0,87.42,2.7594,6119.1055,41.0972,0.0,0.0,0.0,0.0,170.0411,0.0,21599.6895,0.0,50.4853,314.088,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,615.13,48.57,32.7527,26.2142,169.7411,0.0,14405.958,207.255,0.0,0.0,24.7311,10.4622,53.0886,1148.7126,10296.1025,0.0,51.6757,1784.7889,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,486.97,304.69,1086.896,0.0,251.4057,0.0,20883.8672,42.6689,0.0,0.0,0.0,0.0,15.7571,0.0,3759.3323,0.0,92.1446,459.974,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,540.2,412.62,0.0,93.9441,214.4105,5873.4263,4314.8252,912.524,2.5066,2281.9529,21.6323,2763.2305,213.1668,3256.5093,12049.041,0.0,466.5258,3993.6533,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,,CD56+
AU94844,M1771243,Position 24,Tumour,317.36,178.07,35.3184,0.0,1338.4086,0.0,1223.838,65.0269,0.684,0.0,34.9619,48.8047,37.9467,69.4539,10919.252,1.5942,346.1375,1458.6667,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Tumour cells
AU94844,M1771243,Position 23,Stroma,382.22,280.65,0.0,0.0,0.0,0.0,0.0,77.3898,0.0,0.0,0.0,0.0,0.0,0.0,168.793,0.0,0.0,3284.4866,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 23,Stroma,379.78,289.47,0.0,0.0,0.0,0.0,0.0,125.7001,1.4864,0.0,0.0,0.0,0.0,0.0,729.1909,0.0,0.0,6210.2935,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
AU94844,M1771243,Position 23,Stroma,417.12,30.19,0.0,13.0034,0.0,30.2782,0.0,0.9539,0.0,0.0,0.0,0.0,0.0,9057.1914,8408.7402,0.0,399.6143,256.6963,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Tumour cells
AU94844,M1771243,Position 23,Stroma,328.69,30.38,0.0,0.0,0.0,0.0,2607.4644,66.2277,0.0,0.0,270.3393,0.0,5.0737,0.0,3949.5925,0.0,8.1373,1871.5803,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CD56+
AU94844,M1771243,Position 23,Stroma,486.06,30.49,0.0,206.8204,0.0,1601.3615,239.2106,0.0,0.0,0.0,0.0,0.0,100.7738,0.0,4666.1455,0.0,445.1116,1692.1154,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Tumour cells,CAIX+CD68+
AU94844,M1771243,Position 23,Stroma,524.96,31.22,0.0,0.0,16.1529,1737.4813,0.0,0.0,0.0,2.1923,0.0,0.0,0.6465,15917.9951,535.3735,0.0,1032.5864,280.4441,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,
AU94844,M1771243,Position 23,Stroma,339.51,31.8,0.0,0.0,0.0,0.0,26.4937,35.9937,0.0,0.0,18.5564,0.0,0.0,0.0,1562.3202,0.0,18.5882,283.3103,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,
AU94844,M1771243,Position 23,Stroma,600.03,36.19,0.0,0.0,6.83,0.0,6.6478,15.3576,0.0,0.0,0.0,0.0,0.0,27963.0469,0.0,0.0,37.336,155.8678,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Endothelial cells,Endothelial cells
AU94844,M1771243,Position 23,Stroma,481.22,37.8,0.0,0.0,11.9742,5.3124,0.0,35.6903,0.0,6.376,0.0,0.0,55.2037,0.0,1234.4221,0.0,67.9917,913.3502,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,,CAIX+CD68+
